Gene stable ID	Gene stable ID version	NCBI gene (formerly Entrezgene) ID
ENSG00000226374	ENSG00000226374.3	105376672
ENSG00000065717	ENSG00000065717.15	7089
ENSG00000229280	ENSG00000229280.1	
ENSG00000142655	ENSG00000142655.13	5195
ENSG00000099968	ENSG00000099968.18	23786
ENSG00000271209	ENSG00000271209.1	
ENSG00000237014	ENSG00000237014.1	
ENSG00000234039	ENSG00000234039.2	
ENSG00000203262	ENSG00000203262.3	
ENSG00000287619	ENSG00000287619.1	
ENSG00000226010	ENSG00000226010.1	
ENSG00000170925	ENSG00000170925.3	56156
ENSG00000282914	ENSG00000282914.1	
ENSG00000226307	ENSG00000226307.1	
ENSG00000226119	ENSG00000226119.1	
ENSG00000234405	ENSG00000234405.2	
ENSG00000234702	ENSG00000234702.1	
ENSG00000232596	ENSG00000232596.3	
ENSG00000215070	ENSG00000215070.4	
ENSG00000205133	ENSG00000205133.12	286144
ENSG00000237748	ENSG00000237748.1	
ENSG00000186675	ENSG00000186675.7	139599
ENSG00000251356	ENSG00000251356.1	
ENSG00000164299	ENSG00000164299.7	84654
ENSG00000215102	ENSG00000215102.2	
ENSG00000213740	ENSG00000213740.2	
ENSG00000231001	ENSG00000231001.2	
ENSG00000238222	ENSG00000238222.3	
ENSG00000237381	ENSG00000237381.2	
ENSG00000235054	ENSG00000235054.4	284661
ENSG00000288349	ENSG00000288349.1	
ENSG00000268104	ENSG00000268104.3	11254
ENSG00000250145	ENSG00000250145.1	
ENSG00000248870	ENSG00000248870.1	
ENSG00000250984	ENSG00000250984.1	
ENSG00000134061	ENSG00000134061.5	4064
ENSG00000240003	ENSG00000240003.2	
ENSG00000249101	ENSG00000249101.1	
ENSG00000168685	ENSG00000168685.15	3575
ENSG00000236417	ENSG00000236417.2	
ENSG00000231510	ENSG00000231510.1	
ENSG00000248254	ENSG00000248254.1	
ENSG00000228280	ENSG00000228280.1	
ENSG00000286141	ENSG00000286141.1	
ENSG00000178429	ENSG00000178429.9	
ENSG00000268659	ENSG00000268659.2	
ENSG00000250340	ENSG00000250340.1	105377671
ENSG00000234743	ENSG00000234743.1	
ENSG00000149527	ENSG00000149527.18	9651
ENSG00000002587	ENSG00000002587.10	9957
ENSG00000282952	ENSG00000282952.1	
ENSG00000286077	ENSG00000286077.1	
ENSG00000047597	ENSG00000047597.7	7504
ENSG00000235728	ENSG00000235728.1	
ENSG00000206448	ENSG00000206448.3	
ENSG00000183055	ENSG00000183055.5	
ENSG00000182771	ENSG00000182771.19	2894
ENSG00000217455	ENSG00000217455.8	
ENSG00000288379	ENSG00000288379.1	
ENSG00000250312	ENSG00000250312.8	255403
ENSG00000234636	ENSG00000234636.2	
ENSG00000122550	ENSG00000122550.18	55975
ENSG00000227657	ENSG00000227657.1	
ENSG00000229090	ENSG00000229090.2	
ENSG00000270446	ENSG00000270446.1	
ENSG00000228519	ENSG00000228519.3	
ENSG00000187690	ENSG00000187690.4	340602
ENSG00000215174	ENSG00000215174.2	286430
ENSG00000234130	ENSG00000234130.2	
ENSG00000047648	ENSG00000047648.23	395
ENSG00000251635	ENSG00000251635.2	
ENSG00000234993	ENSG00000234993.1	
ENSG00000287999	ENSG00000287999.1	
ENSG00000236373	ENSG00000236373.2	101926942
ENSG00000250190	ENSG00000250190.2	
ENSG00000230229	ENSG00000230229.1	
ENSG00000224714	ENSG00000224714.3	101928887
ENSG00000237523	ENSG00000237523.2	439990
ENSG00000248336	ENSG00000248336.1	
ENSG00000248515	ENSG00000248515.2	105374511
ENSG00000224412	ENSG00000224412.1	
ENSG00000224504	ENSG00000224504.2	101929662
ENSG00000285846	ENSG00000285846.1	
ENSG00000269848	ENSG00000269848.1	
ENSG00000248685	ENSG00000248685.6	
ENSG00000224914	ENSG00000224914.4	439994
ENSG00000227401	ENSG00000227401.1	
ENSG00000288392	ENSG00000288392.1	
ENSG00000248990	ENSG00000248990.1	
ENSG00000263327	ENSG00000263327.6	
ENSG00000272897	ENSG00000272897.5	
ENSG00000288236	ENSG00000288236.1	
ENSG00000127184	ENSG00000127184.13	1350
ENSG00000288506	ENSG00000288506.1	
ENSG00000233353	ENSG00000233353.1	
ENSG00000137478	ENSG00000137478.15	9873
ENSG00000288090	ENSG00000288090.1	
ENSG00000249235	ENSG00000249235.1	
ENSG00000236606	ENSG00000236606.1	
ENSG00000228055	ENSG00000228055.3	
ENSG00000250541	ENSG00000250541.1	
ENSG00000222460	ENSG00000222460.1	
ENSG00000242197	ENSG00000242197.2	
ENSG00000252549	ENSG00000252549.1	
ENSG00000244462	ENSG00000244462.8	10137
ENSG00000286046	ENSG00000286046.1	
ENSG00000275015	ENSG00000275015.1	
ENSG00000276507	ENSG00000276507.1	
ENSG00000227029	ENSG00000227029.1	
ENSG00000248184	ENSG00000248184.1	
ENSG00000213659	ENSG00000213659.4	
ENSG00000250892	ENSG00000250892.1	
ENSG00000233515	ENSG00000233515.2	101929397
ENSG00000249025	ENSG00000249025.1	
ENSG00000249453	ENSG00000249453.1	
ENSG00000227209	ENSG00000227209.1	
ENSG00000287320	ENSG00000287320.1	
ENSG00000238176	ENSG00000238176.1	
ENSG00000248281	ENSG00000248281.1	
ENSG00000250081	ENSG00000250081.1	
ENSG00000270670	ENSG00000270670.1	
ENSG00000280009	ENSG00000280009.1	
ENSG00000228938	ENSG00000228938.3	
ENSG00000249153	ENSG00000249153.1	
ENSG00000236493	ENSG00000236493.2	
ENSG00000240152	ENSG00000240152.2	
ENSG00000237740	ENSG00000237740.1	
ENSG00000250885	ENSG00000250885.1	
ENSG00000231569	ENSG00000231569.1	
ENSG00000271904	ENSG00000271904.1	
ENSG00000250544	ENSG00000250544.2	
ENSG00000248176	ENSG00000248176.2	
ENSG00000138119	ENSG00000138119.17	26509
ENSG00000251624	ENSG00000251624.1	
ENSG00000261761	ENSG00000261761.5	100508631
ENSG00000186479	ENSG00000186479.5	401190
ENSG00000248133	ENSG00000248133.1	
ENSG00000264757	ENSG00000264757.1	100423025
ENSG00000269220	ENSG00000269220.1	200298
ENSG00000239983	ENSG00000239983.1	
ENSG00000197296	ENSG00000197296.6	128486
ENSG00000250863	ENSG00000250863.2	
ENSG00000243156	ENSG00000243156.9	57553
ENSG00000226812	ENSG00000226812.2	
ENSG00000275250	ENSG00000275250.1	
ENSG00000249936	ENSG00000249936.3	
ENSG00000288317	ENSG00000288317.1	
ENSG00000163288	ENSG00000163288.14	2560
ENSG00000229005	ENSG00000229005.2	101927219
ENSG00000288141	ENSG00000288141.1	6150
ENSG00000233376	ENSG00000233376.1	
ENSG00000168746	ENSG00000168746.8	140834
ENSG00000168746	ENSG00000168746.8	101927242
ENSG00000214853	ENSG00000214853.5	
ENSG00000251450	ENSG00000251450.2	102524628
ENSG00000226243	ENSG00000226243.1	
ENSG00000250585	ENSG00000250585.3	106144578
ENSG00000124120	ENSG00000124120.11	79183
ENSG00000249276	ENSG00000249276.1	
ENSG00000279869	ENSG00000279869.1	
ENSG00000226926	ENSG00000226926.7	
ENSG00000284739	ENSG00000284739.1	
ENSG00000171621	ENSG00000171621.14	80176
ENSG00000250137	ENSG00000250137.1	
ENSG00000250425	ENSG00000250425.1	
ENSG00000264448	ENSG00000264448.5	114515521
ENSG00000250637	ENSG00000250637.2	
ENSG00000271207	ENSG00000271207.1	
ENSG00000250694	ENSG00000250694.1	
ENSG00000250079	ENSG00000250079.1	
ENSG00000251376	ENSG00000251376.1	
ENSG00000145244	ENSG00000145244.12	10699
ENSG00000251435	ENSG00000251435.1	
ENSG00000288539	ENSG00000288539.1	
ENSG00000287434	ENSG00000287434.1	
ENSG00000272235	ENSG00000272235.1	
ENSG00000287615	ENSG00000287615.1	
ENSG00000278958	ENSG00000278958.1	
ENSG00000284694	ENSG00000284694.1	
ENSG00000248430	ENSG00000248430.1	
ENSG00000240509	ENSG00000240509.1	
ENSG00000224387	ENSG00000224387.1	
ENSG00000271862	ENSG00000271862.1	
ENSG00000152669	ENSG00000152669.9	10309
ENSG00000133740	ENSG00000133740.11	1875
ENSG00000142583	ENSG00000142583.18	6518
ENSG00000288407	ENSG00000288407.1	80125
ENSG00000271035	ENSG00000271035.1	
ENSG00000113494	ENSG00000113494.17	5618
ENSG00000132824	ENSG00000132824.14	10955
ENSG00000287096	ENSG00000287096.1	
ENSG00000106546	ENSG00000106546.14	196
ENSG00000288320	ENSG00000288320.1	100133545
ENSG00000288486	ENSG00000288486.1	
ENSG00000183617	ENSG00000183617.5	116541
ENSG00000288237	ENSG00000288237.1	283120
ENSG00000129932	ENSG00000129932.10	83475
ENSG00000230105	ENSG00000230105.1	
ENSG00000228004	ENSG00000228004.1	
ENSG00000198414	ENSG00000198414.5	
ENSG00000226854	ENSG00000226854.1	
ENSG00000270456	ENSG00000270456.1	
ENSG00000224054	ENSG00000224054.1	
ENSG00000147206	ENSG00000147206.17	56000
ENSG00000253699	ENSG00000253699.1	105375623
ENSG00000168734	ENSG00000168734.14	11142
ENSG00000184672	ENSG00000184672.12	138046
ENSG00000285125	ENSG00000285125.1	
ENSG00000229949	ENSG00000229949.1	
ENSG00000167785	ENSG00000167785.9	148156
ENSG00000272991	ENSG00000272991.1	
ENSG00000232608	ENSG00000232608.1	
ENSG00000237373	ENSG00000237373.1	
ENSG00000122691	ENSG00000122691.13	7291
ENSG00000229623	ENSG00000229623.1	
ENSG00000171055	ENSG00000171055.15	9637
ENSG00000238141	ENSG00000238141.2	100874093
ENSG00000205581	ENSG00000205581.11	3150
ENSG00000287341	ENSG00000287341.1	
ENSG00000285465	ENSG00000285465.2	10548
ENSG00000288463	ENSG00000288463.1	
ENSG00000156928	ENSG00000156928.5	115416
ENSG00000284674	ENSG00000284674.1	105376680
ENSG00000224338	ENSG00000224338.2	
ENSG00000288238	ENSG00000288238.1	
ENSG00000288132	ENSG00000288132.1	
ENSG00000288513	ENSG00000288513.1	124906935
ENSG00000288365	ENSG00000288365.1	
ENSG00000255995	ENSG00000255995.1	
ENSG00000288125	ENSG00000288125.1	124903525
ENSG00000280010	ENSG00000280010.1	
ENSG00000116786	ENSG00000116786.13	23207
ENSG00000288362	ENSG00000288362.1	1583
ENSG00000279438	ENSG00000279438.1	
ENSG00000288123	ENSG00000288123.1	
ENSG00000166025	ENSG00000166025.18	154810
ENSG00000288464	ENSG00000288464.1	100124412
ENSG00000288246	ENSG00000288246.1	
ENSG00000153790	ENSG00000153790.12	136895
ENSG00000288468	ENSG00000288468.1	100422834
ENSG00000288355	ENSG00000288355.1	102465910
ENSG00000288336	ENSG00000288336.1	
ENSG00000237054	ENSG00000237054.9	
ENSG00000288284	ENSG00000288284.1	
ENSG00000288495	ENSG00000288495.2	
ENSG00000290629	ENSG00000290629.1	
ENSG00000288207	ENSG00000288207.2	
ENSG00000100462	ENSG00000100462.16	10419
ENSG00000290631	ENSG00000290631.1	
ENSG00000142303	ENSG00000142303.14	81794
ENSG00000254747	ENSG00000254747.1	
ENSG00000255391	ENSG00000255391.1	
ENSG00000165733	ENSG00000165733.8	9790
ENSG00000278980	ENSG00000278980.1	
ENSG00000255928	ENSG00000255928.1	
ENSG00000256148	ENSG00000256148.1	
ENSG00000106541	ENSG00000106541.12	10551
ENSG00000278929	ENSG00000278929.1	
ENSG00000260808	ENSG00000260808.1	
ENSG00000255540	ENSG00000255540.1	
ENSG00000286977	ENSG00000286977.1	
ENSG00000255295	ENSG00000255295.1	
ENSG00000270583	ENSG00000270583.1	
ENSG00000214414	ENSG00000214414.9	390231
ENSG00000233887	ENSG00000233887.1	
ENSG00000288314	ENSG00000288314.1	729739
ENSG00000101844	ENSG00000101844.18	115201
ENSG00000271148	ENSG00000271148.1	
ENSG00000253299	ENSG00000253299.1	
ENSG00000253748	ENSG00000253748.2	
ENSG00000288150	ENSG00000288150.1	
ENSG00000288428	ENSG00000288428.1	
ENSG00000270980	ENSG00000270980.1	
ENSG00000288367	ENSG00000288367.1	100033819
ENSG00000288361	ENSG00000288361.1	
ENSG00000288179	ENSG00000288179.1	
ENSG00000253898	ENSG00000253898.1	103352670
ENSG00000279603	ENSG00000279603.1	
ENSG00000288178	ENSG00000288178.1	
ENSG00000164794	ENSG00000164794.9	27012
ENSG00000268635	ENSG00000268635.2	
ENSG00000288455	ENSG00000288455.1	8482
ENSG00000166004	ENSG00000166004.15	85459
ENSG00000285502	ENSG00000285502.1	
ENSG00000242509	ENSG00000242509.3	
ENSG00000101342	ENSG00000101342.10	140711
ENSG00000284802	ENSG00000284802.1	
ENSG00000255402	ENSG00000255402.1	
ENSG00000233858	ENSG00000233858.4	
ENSG00000285309	ENSG00000285309.1	
ENSG00000285140	ENSG00000285140.2	283629
ENSG00000156467	ENSG00000156467.10	7381
ENSG00000288170	ENSG00000288170.2	
ENSG00000290633	ENSG00000290633.1	727856
ENSG00000290633	ENSG00000290633.1	100287596
ENSG00000290633	ENSG00000290633.1	100288486
ENSG00000225118	ENSG00000225118.1	
ENSG00000279910	ENSG00000279910.1	
ENSG00000231241	ENSG00000231241.1	
ENSG00000226144	ENSG00000226144.2	
ENSG00000152804	ENSG00000152804.11	3087
ENSG00000241229	ENSG00000241229.3	
ENSG00000287570	ENSG00000287570.1	
ENSG00000132823	ENSG00000132823.11	51526
ENSG00000149596	ENSG00000149596.7	57158
ENSG00000227805	ENSG00000227805.1	
ENSG00000215065	ENSG00000215065.3	
ENSG00000227679	ENSG00000227679.1	
ENSG00000288218	ENSG00000288218.1	
ENSG00000107771	ENSG00000107771.17	54462
ENSG00000213798	ENSG00000213798.3	
ENSG00000285302	ENSG00000285302.5	29082
ENSG00000106100	ENSG00000106100.11	10392
ENSG00000237555	ENSG00000237555.1	
ENSG00000201021	ENSG00000201021.1	
ENSG00000288307	ENSG00000288307.1	23399
ENSG00000233711	ENSG00000233711.1	
ENSG00000206998	ENSG00000206998.1	
ENSG00000124193	ENSG00000124193.16	6431
ENSG00000213620	ENSG00000213620.3	
ENSG00000287727	ENSG00000287727.1	
ENSG00000286448	ENSG00000286448.1	
ENSG00000284703	ENSG00000284703.1	
ENSG00000288497	ENSG00000288497.1	102465530
ENSG00000286480	ENSG00000286480.1	
ENSG00000288212	ENSG00000288212.1	
ENSG00000226457	ENSG00000226457.1	
ENSG00000285577	ENSG00000285577.1	
ENSG00000173614	ENSG00000173614.14	64802
ENSG00000288408	ENSG00000288408.1	84993
ENSG00000270447	ENSG00000270447.1	
ENSG00000232526	ENSG00000232526.1	
ENSG00000201372	ENSG00000201372.1	
ENSG00000234271	ENSG00000234271.1	
ENSG00000277611	ENSG00000277611.1	
ENSG00000226143	ENSG00000226143.1	
ENSG00000184384	ENSG00000184384.14	84441
ENSG00000282876	ENSG00000282876.1	
ENSG00000138079	ENSG00000138079.14	6519
ENSG00000101052	ENSG00000101052.13	51098
ENSG00000288360	ENSG00000288360.1	65249
ENSG00000271971	ENSG00000271971.1	
ENSG00000074842	ENSG00000074842.8	56005
ENSG00000253894	ENSG00000253894.2	102724612
ENSG00000251385	ENSG00000251385.2	
ENSG00000250597	ENSG00000250597.5	
ENSG00000251516	ENSG00000251516.1	
ENSG00000285296	ENSG00000285296.1	
ENSG00000214391	ENSG00000214391.3	
ENSG00000253413	ENSG00000253413.1	
ENSG00000280201	ENSG00000280201.1	
ENSG00000261645	ENSG00000261645.7	101929222
ENSG00000254118	ENSG00000254118.1	
ENSG00000183663	ENSG00000183663.6	
ENSG00000134852	ENSG00000134852.15	9575
ENSG00000253260	ENSG00000253260.2	
ENSG00000253585	ENSG00000253585.1	
ENSG00000215467	ENSG00000215467.2	
ENSG00000101057	ENSG00000101057.16	4605
ENSG00000104341	ENSG00000104341.17	55353
ENSG00000215720	ENSG00000215720.4	
ENSG00000285200	ENSG00000285200.2	145553
ENSG00000227386	ENSG00000227386.1	
ENSG00000241326	ENSG00000241326.1	
ENSG00000233623	ENSG00000233623.2	
ENSG00000008256	ENSG00000008256.16	9265
ENSG00000254971	ENSG00000254971.1	
ENSG00000254437	ENSG00000254437.1	
ENSG00000288519	ENSG00000288519.1	
ENSG00000288240	ENSG00000288240.1	
ENSG00000162592	ENSG00000162592.10	148870
ENSG00000279299	ENSG00000279299.1	
ENSG00000288498	ENSG00000288498.1	
ENSG00000197692	ENSG00000197692.5	
ENSG00000255482	ENSG00000255482.1	102723838
ENSG00000288130	ENSG00000288130.1	27327
ENSG00000255504	ENSG00000255504.2	
ENSG00000245832	ENSG00000245832.7	101928989
ENSG00000288126	ENSG00000288126.1	407013
ENSG00000288183	ENSG00000288183.1	407018
ENSG00000288462	ENSG00000288462.1	407010
ENSG00000288505	ENSG00000288505.1	342977
ENSG00000279045	ENSG00000279045.1	
ENSG00000255209	ENSG00000255209.1	
ENSG00000279696	ENSG00000279696.1	
ENSG00000254985	ENSG00000254985.1	
ENSG00000204624	ENSG00000204624.8	57540
ENSG00000279341	ENSG00000279341.1	
ENSG00000181143	ENSG00000181143.15	94025
ENSG00000178301	ENSG00000178301.4	282679
ENSG00000288397	ENSG00000288397.1	406957
ENSG00000288329	ENSG00000288329.1	574457
ENSG00000288152	ENSG00000288152.1	79173
ENSG00000279163	ENSG00000279163.1	
ENSG00000256007	ENSG00000256007.1	
ENSG00000256752	ENSG00000256752.1	
ENSG00000280085	ENSG00000280085.1	
ENSG00000170967	ENSG00000170967.5	414301
ENSG00000277479	ENSG00000277479.1	
ENSG00000255515	ENSG00000255515.1	
ENSG00000255039	ENSG00000255039.1	
ENSG00000165476	ENSG00000165476.14	221035
ENSG00000256469	ENSG00000256469.1	
ENSG00000285425	ENSG00000285425.1	100528064
ENSG00000077498	ENSG00000077498.9	7299
ENSG00000124196	ENSG00000124196.6	149699
ENSG00000173335	ENSG00000173335.5	128822
ENSG00000287998	ENSG00000287998.1	
ENSG00000279599	ENSG00000279599.1	
ENSG00000253799	ENSG00000253799.1	101937451
ENSG00000268922	ENSG00000268922.1	
ENSG00000267646	ENSG00000267646.1	
ENSG00000254025	ENSG00000254025.1	
ENSG00000101307	ENSG00000101307.16	10326
ENSG00000267089	ENSG00000267089.1	
ENSG00000271612	ENSG00000271612.1	
ENSG00000267986	ENSG00000267986.1	
ENSG00000286308	ENSG00000286308.1	
ENSG00000213726	ENSG00000213726.5	
ENSG00000286554	ENSG00000286554.1	
ENSG00000253749	ENSG00000253749.1	
ENSG00000197332	ENSG00000197332.9	
ENSG00000253271	ENSG00000253271.2	
ENSG00000147160	ENSG00000147160.9	158835
ENSG00000215264	ENSG00000215264.4	
ENSG00000253781	ENSG00000253781.1	
ENSG00000267154	ENSG00000267154.1	
ENSG00000268080	ENSG00000268080.2	
ENSG00000255361	ENSG00000255361.1	
ENSG00000065989	ENSG00000065989.16	5141
ENSG00000147432	ENSG00000147432.7	1142
ENSG00000184719	ENSG00000184719.12	55328
ENSG00000233824	ENSG00000233824.2	
ENSG00000213783	ENSG00000213783.4	
ENSG00000288293	ENSG00000288293.1	54862
ENSG00000287523	ENSG00000287523.1	
ENSG00000229452	ENSG00000229452.1	107986703
ENSG00000219451	ENSG00000219451.3	
ENSG00000233830	ENSG00000233830.2	
ENSG00000105866	ENSG00000105866.15	6671
ENSG00000287016	ENSG00000287016.1	124902546
ENSG00000269891	ENSG00000269891.2	
ENSG00000254677	ENSG00000254677.1	
ENSG00000287802	ENSG00000287802.1	
ENSG00000279454	ENSG00000279454.1	
ENSG00000254599	ENSG00000254599.1	
ENSG00000285246	ENSG00000285246.2	4738
ENSG00000101843	ENSG00000101843.19	5716
ENSG00000277459	ENSG00000277459.1	
ENSG00000254758	ENSG00000254758.1	
ENSG00000118113	ENSG00000118113.12	4317
ENSG00000253828	ENSG00000253828.3	
ENSG00000273497	ENSG00000273497.1	
ENSG00000229458	ENSG00000229458.2	
ENSG00000245970	ENSG00000245970.2	
ENSG00000238291	ENSG00000238291.1	
ENSG00000034239	ENSG00000034239.11	79645
ENSG00000225738	ENSG00000225738.2	
ENSG00000142606	ENSG00000142606.16	79258
ENSG00000283549	ENSG00000283549.1	
ENSG00000231132	ENSG00000231132.1	
ENSG00000287057	ENSG00000287057.1	105378402
ENSG00000214549	ENSG00000214549.2	
ENSG00000095587	ENSG00000095587.9	7093
ENSG00000105855	ENSG00000105855.10	3696
ENSG00000252915	ENSG00000252915.1	
ENSG00000227406	ENSG00000227406.1	
ENSG00000250955	ENSG00000250955.1	
ENSG00000251675	ENSG00000251675.1	
ENSG00000182093	ENSG00000182093.16	7485
ENSG00000248935	ENSG00000248935.1	
ENSG00000250447	ENSG00000250447.6	105378966
ENSG00000284752	ENSG00000284752.3	51292
ENSG00000125879	ENSG00000125879.5	56914
ENSG00000248876	ENSG00000248876.1	
ENSG00000273957	ENSG00000273957.1	
ENSG00000250391	ENSG00000250391.1	
ENSG00000250978	ENSG00000250978.5	
ENSG00000270388	ENSG00000270388.1	
ENSG00000288264	ENSG00000288264.1	
ENSG00000217416	ENSG00000217416.4	
ENSG00000093100	ENSG00000093100.13	
ENSG00000152495	ENSG00000152495.11	814
ENSG00000286990	ENSG00000286990.1	
ENSG00000207780	ENSG00000207780.1	693233
ENSG00000235445	ENSG00000235445.1	
ENSG00000288485	ENSG00000288485.1	23587
ENSG00000234913	ENSG00000234913.1	
ENSG00000237446	ENSG00000237446.1	
ENSG00000271303	ENSG00000271303.2	140809
ENSG00000125821	ENSG00000125821.13	92675
ENSG00000254794	ENSG00000254794.1	
ENSG00000225335	ENSG00000225335.3	
ENSG00000279697	ENSG00000279697.1	
ENSG00000285835	ENSG00000285835.1	
ENSG00000236890	ENSG00000236890.2	
ENSG00000235617	ENSG00000235617.1	
ENSG00000225225	ENSG00000225225.1	
ENSG00000286508	ENSG00000286508.1	
ENSG00000225929	ENSG00000225929.1	105373100
ENSG00000254777	ENSG00000254777.5	
ENSG00000077616	ENSG00000077616.11	10003
ENSG00000285445	ENSG00000285445.1	
ENSG00000123572	ENSG00000123572.17	203447
ENSG00000100312	ENSG00000100312.11	49
ENSG00000280393	ENSG00000280393.1	
ENSG00000254079	ENSG00000254079.1	
ENSG00000254273	ENSG00000254273.1	
ENSG00000253677	ENSG00000253677.1	
ENSG00000285579	ENSG00000285579.1	
ENSG00000254119	ENSG00000254119.5	
ENSG00000173467	ENSG00000173467.9	155465
ENSG00000130703	ENSG00000130703.17	9885
ENSG00000180543	ENSG00000180543.5	85453
ENSG00000224402	ENSG00000224402.2	
ENSG00000254499	ENSG00000254499.1	
ENSG00000213683	ENSG00000213683.4	
ENSG00000215151	ENSG00000215151.4	
ENSG00000272748	ENSG00000272748.1	
ENSG00000231253	ENSG00000231253.2	105373006
ENSG00000226426	ENSG00000226426.1	
ENSG00000148572	ENSG00000148572.16	29982
ENSG00000228622	ENSG00000228622.1	
ENSG00000233632	ENSG00000233632.1	
ENSG00000230741	ENSG00000230741.1	
ENSG00000266012	ENSG00000266012.1	100616295
ENSG00000251142	ENSG00000251142.1	
ENSG00000253007	ENSG00000253007.2	109616998
ENSG00000254024	ENSG00000254024.1	
ENSG00000281295	ENSG00000281295.1	
ENSG00000232081	ENSG00000232081.1	
ENSG00000156486	ENSG00000156486.8	3788
ENSG00000224973	ENSG00000224973.6	100506195
ENSG00000288115	ENSG00000288115.1	
ENSG00000288195	ENSG00000288195.1	79883
ENSG00000235677	ENSG00000235677.1	
ENSG00000288216	ENSG00000288216.1	115584
ENSG00000170788	ENSG00000170788.14	143241
ENSG00000253301	ENSG00000253301.6	
ENSG00000271457	ENSG00000271457.1	
ENSG00000130224	ENSG00000130224.15	57631
ENSG00000269300	ENSG00000269300.1	
ENSG00000287093	ENSG00000287093.1	
ENSG00000235464	ENSG00000235464.1	
ENSG00000133739	ENSG00000133739.16	85444
ENSG00000105401	ENSG00000105401.9	11140
ENSG00000165841	ENSG00000165841.11	1557
ENSG00000232164	ENSG00000232164.1	729348
ENSG00000225907	ENSG00000225907.1	
ENSG00000285815	ENSG00000285815.1	106865373
ENSG00000100416	ENSG00000100416.15	55687
ENSG00000236318	ENSG00000236318.2	
ENSG00000223897	ENSG00000223897.1	
ENSG00000275523	ENSG00000275523.1	102466972
ENSG00000235808	ENSG00000235808.1	
ENSG00000228349	ENSG00000228349.1	
ENSG00000272702	ENSG00000272702.1	
ENSG00000235012	ENSG00000235012.1	
ENSG00000184809	ENSG00000184809.13	
ENSG00000225739	ENSG00000225739.1	
ENSG00000229358	ENSG00000229358.3	
ENSG00000196975	ENSG00000196975.16	307
ENSG00000087008	ENSG00000087008.16	8310
ENSG00000223733	ENSG00000223733.1	
ENSG00000274374	ENSG00000274374.1	
ENSG00000069509	ENSG00000069509.6	139341
ENSG00000241059	ENSG00000241059.2	
ENSG00000251000	ENSG00000251000.1	
